location,year,km_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price,brand,model,id
Pune,2011,98000,Petrol,Manual,First,16.7,1502.455149501661,108.54,5.0,1622250.0,honda,jazz,
Ahmedabad,2014,61297,Diesel,Manual,First,25.8,1498.0,98.6,5.0,2240250.0,honda,amaze,
Hyderabad,2006,80000,Petrol,Manual,Second,17.3,993.0,60.0,5.0,618000.0,maruti,zen,
Jaipur,2013,59000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,2111500.0,hyundai,i20,
Chennai,2009,150000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,9656250.0,bmw,x5,
Coimbatore,2017,60083,Diesel,Manual,First,19.67,1582.0,126.2,5.0,7096700.0,hyundai,creta,
Kolkata,2016,85450,Diesel,Manual,First,26.59,1248.0,74.0,5.0,2060000.0,maruti,swift,
Jaipur,2013,88000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,2229950.0,maruti,swift,
Kochi,2015,81828,Diesel,Manual,First,24.0,1186.0,73.97,5.0,2796450.0,hyundai,grand,
Mumbai,2016,18000,Petrol,Manual,First,18.16,1196.0,86.8,5.0,2523500.0,ford,figo,
Chennai,2017,15000,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,36050000.0,bmw,x5,
Kolkata,2016,34000,Diesel,Automatic,First,11.78,2143.0,167.62,5.0,13132500.0,n,e,
Ahmedabad,2015,46000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,2626500.0,hyundai,grand,
Hyderabad,2013,48158,Diesel,Manual,First,22.32,1582.0,126.32,5.0,3450500.0,hyundai,verna,
Hyderabad,2013,93000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,13647500.0,bmw,5-series,
Ahmedabad,2013,71007,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2008500.0,nissan,micra,
Pune,2010,63067,Petrol,Manual,Second,15.5,1586.0,103.3,5.0,1390500.0,maruti,sx4,
Hyderabad,2011,70259,Diesel,Manual,First,21.12,1248.0,88.8,5.0,1519250.0,tata,manza,
Ahmedabad,2015,13000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,11845000.0,audi,a4,
Pune,2009,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,1282350.0,maruti,swift,
Jaipur,2015,130000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,2317500.0,maruti,swift,
Delhi,2011,89401,Diesel,Manual,First,21.43,1364.0,87.2,5.0,2317500.0,toyota,corolla,
Hyderabad,2015,67000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,3553500.0,honda,jazz,
Kochi,2010,65329,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,10670800.0,bmw,6-series,
Jaipur,2010,72000,Petrol,Manual,First,16.25,1198.0,73.9,5.0,1138150.0,skoda,fabia,
Jaipur,2001,70000,Petrol,Manual,Third,18.04,1242.0,90.16,5.0,283250.0,fiat,siena,
Mumbai,2011,82000,Diesel,Automatic,Second,12.35,2179.0,187.74,5.0,7158500.0,land-rover,freelander,
Pune,2010,85000,Petrol,Manual,First,15.3,1596.0,101.0,5.0,751900.0,ford,fiesta,
Pune,2012,83000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,3090000.0,hyundai,verna,
Jaipur,2016,26000,Petrol,Manual,First,21.7,999.0,67.0,5.0,1545000.0,renault,kwid,
Delhi,2012,27000,Diesel,Manual,First,22.3,1248.0,88.8,5.0,1802500.0,tata,indica,
Kochi,2018,37746,Diesel,Manual,First,21.19,1396.0,88.73,5.0,3908850.0,hyundai,i20,
Mumbai,2009,63274,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,1024850.0,maruti,sx4,
Hyderabad,2016,25000,Petrol,Manual,First,25.17,799.0,53.3,5.0,1957000.0,renault,kwid,
Bangalore,2013,197000,Diesel,Manual,First,11.68,2498.0,112.0,7.0,2060000.0,mahindra,xylo,
Bangalore,2013,45010,Petrol,Manual,Second,21.1,814.0,55.2,5.0,1519250.0,hyundai,eon,
Delhi,2013,75348,Diesel,Manual,First,25.8,1498.0,98.6,5.0,1931250.0,honda,amaze,
Kolkata,2010,90110,Diesel,Manual,First,22.07,1199.0,73.9,5.0,1287500.0,volkswagen,polo,
Pune,2011,102013,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1931250.0,honda,city,
Pune,2015,36000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,11330000.0,toyota,fortuner,
Kochi,2017,37578,Petrol,Manual,First,18.0,1198.0,86.7,5.0,3162100.0,honda,amaze,
Pune,2015,46001,Diesel,Automatic,First,20.58,1995.0,143.0,5.0,8240000.0,bmw,1-series,
Hyderabad,2014,46559,Petrol,Automatic,First,23.1,998.0,67.04,5.0,1931250.0,maruti,celerio,
Mumbai,2015,48000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,6051250.0,toyota,innova,
Pune,2013,46000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,12360000.0,jaguar,xf,
Hyderabad,2017,15000,Petrol,Manual,First,17.5,1199.0,88.7,5.0,4583500.0,honda,wrv,
Chennai,2012,85000,Diesel,Automatic,Third,17.05,1995.0,184.0,5.0,5150000.0,bmw,x1,
Mumbai,2014,32000,Petrol,Automatic,First,14.3,1598.0,103.5,5.0,2858250.0,skoda,rapid,
Kochi,2012,60818,Petrol,Manual,First,16.09,1598.0,103.5,5.0,1848850.0,volkswagen,vento,
Coimbatore,2019,35188,Diesel,Manual,First,22.77,1498.0,98.59,5.0,5731950.0,ford,ecosport,
Jaipur,2012,110000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,3708000.0,mahindra,xuv500,
Mumbai,2014,61000,Diesel,Manual,First,18.6,1388.0,67.0,5.0,1534700.0,ford,fiesta,
Pune,2010,75000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,875500.0,hyundai,santro,
Delhi,2015,55000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,26780000.0,mercedes-benz,gl-class,
Pune,2003,69966,Petrol,Manual,First,19.7,796.0,46.3,5.0,489250.0,maruti,alto,
Mumbai,2016,42000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,4763750.0,honda,city,
Bangalore,2014,48000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,8368750.0,hyundai,santa,
Kolkata,2015,35000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,10809850.0,mercedes-benz,gla,
Chennai,2005,128000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,2188750.0,toyota,innova,
Bangalore,2008,78000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,3708000.0,bmw,3-series,
Hyderabad,2011,53080,Petrol,Manual,First,18.6,1197.0,85.8,5.0,2266000.0,maruti,swift,
Pune,2011,66000,Petrol,Manual,Second,15.04,1598.0,103.6,5.0,2188750.0,volkswagen,vento,
Ahmedabad,2012,25000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,2755250.0,maruti,ertiga,
Coimbatore,2016,36139,Petrol,Automatic,Second,18.9,1197.0,82.0,5.0,3244500.0,hyundai,grand,
Delhi,2017,44000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,6437500.0,hyundai,creta,
Ahmedabad,2008,50000,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,3862500.0,audi,a6,
Delhi,2016,81177,Diesel,Manual,First,16.0,1997.0,140.0,7.0,5793750.0,mahindra,xuv500,
Mumbai,2016,26000,Petrol,Automatic,First,16.05,1499.0,110.4,5.0,3939750.0,ford,ecosport,
Mumbai,2016,100000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,2317500.0,hyundai,xcent,
Hyderabad,2014,75000,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,3862500.0,volkswagen,vento,
Kochi,2004,119859,Petrol,Automatic,First,13.0,2987.0,210.0,5.0,3656500.0,mercedes-benz,s-class,
Mumbai,2010,55980,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1158750.0,hyundai,i10,
Hyderabad,2015,30000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,13905000.0,audi,a4,
Pune,2012,49700,Diesel,Manual,Second,21.9,1396.0,88.76,5.0,2152700.0,hyundai,i20,
Chennai,2013,79000,Diesel,Manual,First,23.5,1396.0,88.7,5.0,3347500.0,hyundai,verna,
Delhi,2010,65100,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1622250.0,honda,city,
Pune,2016,54161,Diesel,Manual,First,25.47,1248.0,88.5,7.0,3934600.0,maruti,ertiga,
Hyderabad,2011,28619,Petrol,Manual,First,19.7,796.0,46.3,5.0,1236000.0,maruti,alto,
Mumbai,2016,9000,Petrol,Automatic,First,20.51,998.0,67.0,5.0,2188750.0,maruti,wagon-r,
Kochi,2016,42876,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,4794650.0,hyundai,verna,
Bangalore,2011,64000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1230850.0,maruti,alto,
Kochi,2018,20488,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,3934600.0,volkswagen,vento,
Delhi,2016,21000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,3198150.0,maruti,baleno,
Jaipur,2012,119203,Diesel,Automatic,First,12.89,2179.0,115.0,5.0,8497500.0,land-rover,freelander,
Kochi,2011,55987,Petrol,Automatic,First,13.7,1997.0,153.86,5.0,4233300.0,honda,cr-v,
Coimbatore,2017,72668,Diesel,Manual,First,14.24,2755.0,174.5,7.0,14857750.0,toyota,fortuner,
Mumbai,2015,32000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,4377500.0,honda,city,
Bangalore,2014,3000,Petrol,Automatic,Second,12.0,5461.0,421.0,2.0,46350000.0,mercedes-benz,slk-class,
Mumbai,2015,10400,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3352650.0,honda,city,
Mumbai,2013,35000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,2394750.0,maruti,swift,
Kochi,2013,55101,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,4326000.0,toyota,corolla,
Bangalore,2014,57464,Diesel,Manual,First,23.59,1364.0,67.06,5.0,2961250.0,toyota,etios,
Jaipur,2006,110000,Petrol,Manual,First,18.9,998.0,67.1,5.0,571650.0,maruti,wagon-r,
Kochi,2017,17941,Petrol,Manual,First,15.7,1269.8,90.16,5.0,2023950.0,fiat,punto,
Mumbai,2014,72000,Petrol,Automatic,First,12.0,1991.0,184.0,5.0,8883750.0,mercedes-benz,e-class,
Delhi,2012,16000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,16480000.0,jaguar,xf,
Kochi,2011,62020,Petrol,Manual,First,17.0,1197.0,80.0,5.0,1776750.0,hyundai,i20,
Pune,2014,85000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,11845000.0,land-rover,freelander,
Kochi,2018,14223,Petrol,Manual,First,18.6,1197.0,81.86,5.0,3769800.0,hyundai,elite,
Jaipur,2014,41210,Petrol,Manual,First,18.0,1198.0,86.7,5.0,2266000.0,honda,amaze,
Bangalore,2015,20000,Diesel,Automatic,First,13.88,2987.0,165.0,5.0,24385250.0,mercedes-benz,m-class,
Coimbatore,2016,18043,Petrol,Manual,First,22.74,796.0,47.3,5.0,2121800.0,maruti,alto,
Chennai,2016,80000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,10042500.0,toyota,innova,
Hyderabad,2016,21000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,3193000.0,hyundai,grand,
Bangalore,2016,49000,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,23175000.0,bmw,x3,
Hyderabad,1998,104000,Petrol,Manual,Second,15.0,970.0,74.25,5.0,437750.0,maruti,1000,
Chennai,2010,95000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,1442000.0,hyundai,i20,
Pune,2015,32000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,2472000.0,hyundai,grand,
Pune,2003,80000,Petrol,Manual,Second,17.0,1306.340909090909,92.23,5.0,463500.0,hyundai,santro,
Hyderabad,2014,122800,Diesel,Manual,First,25.01,1498.0,89.75,5.0,2909750.0,ford,fiesta,
Ahmedabad,2011,78000,Diesel,Manual,Second,15.0,2148.0,201.48,5.0,7467500.0,mercedes-benz,e-class,
Ahmedabad,2015,69000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3038500.0,maruti,swift,
Pune,2015,65000,Diesel,Manual,Second,23.59,1364.0,67.04,5.0,2575000.0,toyota,etios,
Ahmedabad,2015,23000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,2523500.0,hyundai,xcent,
Ahmedabad,2009,70000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2188750.0,honda,civic,
Chennai,2014,250000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,5613500.0,toyota,innova,
Delhi,2012,56000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,1261750.0,hyundai,accent,
Pune,2013,30000,Petrol,Manual,First,22.74,796.0,47.3,5.0,1287500.0,maruti,alto,
Kolkata,2010,35000,Petrol,Automatic,First,8.1,5461.0,387.3,2.0,15192500.0,mercedes-benz,sl-class,
Jaipur,2013,92250,Diesel,Manual,Second,22.7,1498.0,89.84,5.0,2961250.0,ford,ecosport,
Pune,2018,40000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,2575000.0,hyundai,xcent,
Kochi,2014,96848,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,2379300.0,skoda,rapid,
Delhi,2016,42000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,12102500.0,audi,q3,
Kolkata,2013,55886,Diesel,Manual,First,16.0,2179.0,140.0,7.0,3733750.0,mahindra,xuv500,
Kochi,2019,12336,Petrol,Manual,First,17.0,1591.0,121.3,5.0,6118200.0,hyundai,verna,
Chennai,2009,60000,Petrol,Manual,Third,13.9,1599.0,103.2,5.0,1158750.0,hyundai,verna,
Pune,2003,83000,Petrol,Manual,Second,14.2,1597.0,92.0,5.0,437750.0,ford,ikon,
Pune,2018,24000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,2060000.0,nissan,micra,
Pune,2016,32198,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,2626500.0,honda,brio,
Hyderabad,2014,92247,Diesel,Manual,First,12.99,2494.0,100.6,7.0,6437500.0,toyota,innova,
Chennai,2011,121311,Diesel,Manual,First,20.64,1498.0,108.5,5.0,1493500.0,volkswagen,vento,
Coimbatore,2016,66296,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8219400.0,mahindra,xuv500,
Mumbai,2015,41000,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,2806750.0,hyundai,xcent,
Kochi,2017,38681,Diesel,Manual,First,13.5,2198.0,157.7,7.0,12287900.0,ford,endeavour,
Kochi,2008,43761,Petrol,Manual,First,18.0,995.0,62.0,5.0,901250.0,chevrolet,spark,
Hyderabad,2017,17400,Diesel,Manual,First,24.52,1248.0,88.5,7.0,5021250.0,maruti,ertiga,
Bangalore,2013,61510,Diesel,Manual,First,25.8,1498.0,98.6,5.0,2446250.0,honda,amaze,
Delhi,2014,60000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3218750.0,honda,city,
Bangalore,2014,35165,Diesel,Automatic,Second,23.8,1998.0,112.0,5.0,11330000.0,mini,cooper,
Kochi,2016,41617,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,7282100.0,toyota,corolla,
Kolkata,2005,45000,Petrol,Manual,First,17.0,1086.0,92.23,5.0,489250.0,hyundai,santro,
Delhi,2014,65000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,6154250.0,skoda,superb,
Delhi,2011,68000,Petrol,Manual,First,18.9,998.0,67.1,5.0,1287500.0,maruti,wagon-r,
Mumbai,2013,49000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1416250.0,hyundai,i10,
Coimbatore,2019,16698,Petrol,Manual,First,23.84,1199.0,84.0,5.0,3012750.0,tata,tiago,
Ahmedabad,2016,30965,Petrol,Manual,First,21.4,1197.0,83.1,5.0,3218750.0,maruti,baleno,
Mumbai,2014,56058,Petrol,Manual,First,15.04,1598.0,103.2,5.0,2549250.0,volkswagen,vento,
Pune,2017,15356,Petrol,Manual,First,18.9,1197.0,81.86,5.0,2446250.0,hyundai,grand,
Delhi,2013,54000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,1313250.0,ford,figo,
Pune,2011,47000,Petrol,Automatic,Second,13.9,1799.0,130.3,5.0,2317500.0,honda,civic,
Kochi,2015,21652,Petrol,Manual,First,22.74,796.0,47.3,5.0,1550150.0,maruti,alto,
Hyderabad,2016,52000,Diesel,Automatic,First,15.68,1999.0,177.0,5.0,21630000.0,land-rover,range,
Kolkata,2010,35010,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,5922500.0,audi,a6,
Hyderabad,2006,76662,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,5659850.0,mercedes-benz,e-class,
Jaipur,2009,89000,Petrol,Automatic,First,17.0,1497.0,118.0,5.0,1910650.0,honda,city,
Jaipur,2006,80000,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0,1030000.0,honda,cr-v,
Kochi,2018,39023,Diesel,Manual,First,28.09,1248.0,88.5,5.0,4882200.0,maruti,ciaz,
Jaipur,2004,62000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,643750.0,maruti,wagon-r,
Jaipur,2015,78046,Diesel,Manual,First,19.67,1582.0,126.2,5.0,5613500.0,hyundai,creta,
Kolkata,2015,34400,Diesel,Manual,First,28.09,1248.0,88.5,5.0,2832500.0,maruti,ciaz,
Coimbatore,2016,64624,Petrol,Manual,First,21.1,814.0,55.2,5.0,1910650.0,hyundai,eon,
Mumbai,2014,69192,Petrol,Manual,First,16.02,1373.0,93.7,7.0,3218750.0,maruti,ertiga,
Chennai,2012,55000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,2523500.0,volkswagen,vento,
Mumbai,2005,81000,Petrol,Manual,Second,12.8,1493.0,100.0,5.0,566500.0,honda,city,
Kochi,2016,36733,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2430800.0,volkswagen,polo,
Kochi,2017,24310,CNG,Manual,First,33.44,796.0,40.3,4.0,1905500.0,maruti,alto,
Mumbai,2016,43022,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,12797750.0,mercedes-benz,gla,
Jaipur,2013,74000,Diesel,Manual,First,14.66,2199.0,194.3,7.0,6308750.0,hyundai,santa,
Kolkata,2014,47000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,2008500.0,maruti,swift,
Kochi,2017,37460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,3234200.0,hyundai,elite,
Mumbai,2011,130000,Diesel,Manual,First,14.0,2498.0,112.0,8.0,1416250.0,mahindra,xylo,
Coimbatore,2017,31576,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4042750.0,hyundai,grand,
Mumbai,2011,66000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,1519250.0,volkswagen,vento,
Mumbai,2008,79000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,2497750.0,honda,accord,
Bangalore,2011,47140,Diesel,Automatic,Second,13.5,2925.0,281.61,5.0,15450000.0,mercedes-benz,s-class,
Bangalore,2016,36610,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,10248500.0,mercedes-benz,b,
Bangalore,2016,93000,Diesel,Manual,First,20.5,1582.0,126.2,5.0,5562000.0,hyundai,creta,
Hyderabad,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,901250.0,maruti,alto,
Mumbai,2016,20003,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,9913750.0,audi,a3,
Delhi,2013,66314,Diesel,Manual,First,19.87,1461.0,83.8,5.0,2832500.0,renault,duster,
Chennai,2009,76000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,1416250.0,ford,fiesta,
Bangalore,2015,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,6695000.0,hyundai,creta,
Mumbai,2011,30000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,1648000.0,ford,figo,
Coimbatore,2013,56526,Petrol,Manual,First,15.26,1598.0,103.5,5.0,3007600.0,volkswagen,polo,
Hyderabad,2015,38000,Diesel,Automatic,Second,16.8,1969.0,150.0,5.0,12360000.0,volvo,v40,
Chennai,2012,41000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,3218750.0,hyundai,verna,
Hyderabad,2009,53000,Diesel,Automatic,First,14.49,2993.0,258.0,5.0,18540000.0,bmw,7-series,
Chennai,2003,125000,Diesel,Manual,Third,14.8,1998.0,68.0,5.0,1545000.0,mitsubishi,lancer,
Chennai,2010,242000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,5665000.0,toyota,fortuner,
Chennai,2015,90000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,3347500.0,maruti,ciaz,
Hyderabad,2018,11000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,4841000.0,maruti,vitara,
Kochi,2018,21936,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,19528800.0,bmw,3-series,
Pune,2013,41000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,2703750.0,volkswagen,vento,
Chennai,2011,47000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2317500.0,hyundai,i20,
Chennai,2009,110000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,9270000.0,bmw,x5,
Coimbatore,2015,45960,Petrol,Manual,First,19.1,1197.0,82.0,5.0,2863400.0,hyundai,xcent,
Bangalore,2013,48000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,11330000.0,mercedes-benz,e-class,
Hyderabad,2011,68000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,11330000.0,land-rover,freelander,
Mumbai,2011,41000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1364750.0,hyundai,i10,
Jaipur,2013,69573,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,3012750.0,hyundai,verna,
Chennai,2012,115000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,3579250.0,volkswagen,jetta,
Kolkata,2012,47629,Diesel,Manual,First,15.1,2179.0,140.0,7.0,3347500.0,mahindra,xuv500,
Jaipur,2004,66624,Petrol,Manual,Third,19.7,796.0,35.0,8.0,437750.0,maruti,omni,
Delhi,2013,80000,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,3733750.0,skoda,superb,
Pune,2012,94868,Diesel,Manual,First,22.9,1248.0,74.0,5.0,2317500.0,maruti,swift,
Mumbai,2010,76477,Diesel,Manual,First,10.5,2179.0,120.0,8.0,2188750.0,mahindra,scorpio,
Chennai,2016,28000,Petrol,Automatic,First,13.7,1991.0,183.0,5.0,13390000.0,mercedes-benz,gla,
Coimbatore,2017,28599,Diesel,Manual,First,16.55,2498.0,105.0,6.0,4974900.0,mahindra,thar,
Bangalore,2013,45348,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,3527750.0,renault,duster,
Coimbatore,2013,80127,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,12195200.0,audi,q5,
Delhi,2013,68000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,8111250.0,land-rover,freelander,
Pune,2012,75000,Diesel,Manual,Third,20.54,1598.0,103.6,5.0,1802500.0,volkswagen,vento,
Delhi,2006,48000,Petrol,Automatic,Second,11.62,2979.0,306.0,5.0,3599850.0,bmw,5-series,
Coimbatore,2019,41871,Diesel,Manual,First,22.7,1582.0,126.2,5.0,8018550.0,hyundai,elantra,
Coimbatore,2015,84931,Diesel,Manual,First,15.3,2956.0,83.8,7.0,2724350.0,tata,sumo,
Kolkata,2016,15000,Petrol,Manual,First,22.7,799.0,53.64,5.0,1158750.0,datsun,redi-go,
Chennai,2009,110000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,10300000.0,bmw,x5,
Mumbai,2011,5900,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,24462500.0,bmw,6-series,
Chennai,2002,103653,Petrol,Manual,Second,18.9,1061.0,47.0,5.0,628300.0,maruti,alto,
Chennai,2012,64806,Petrol,Manual,First,16.47,1198.0,73.9,5.0,1879750.0,volkswagen,polo,
Pune,2016,35000,Petrol,Manual,First,20.62,1198.0,67.0,7.0,1596500.0,datsun,go,
Bangalore,2016,40000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,5922500.0,hyundai,creta,
Kochi,2015,23876,Petrol,Manual,First,24.07,998.0,67.1,5.0,1781900.0,maruti,alto,
Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199.0,194.3,7.0,4315700.0,hyundai,santa,
Pune,2014,68865,Diesel,Manual,First,15.11,1598.0,103.6,5.0,2472000.0,volkswagen,polo,
Pune,2014,71000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,2317500.0,honda,amaze,
Chennai,2004,95000,Petrol,Manual,First,15.9,1298.0,74.25,5.0,412000.0,maruti,esteem,
Kolkata,2014,25000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,2034250.0,maruti,swift,
Hyderabad,2012,180000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,1879750.0,skoda,rapid,
Mumbai,2005,131000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,5150000.0,mercedes-benz,e-class,
Delhi,2011,65000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,2060000.0,mahindra,scorpio,
Hyderabad,2012,117777,Diesel,Manual,First,21.64,1461.0,84.8,5.0,2446250.0,nissan,sunny,
Bangalore,2009,65000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,1596500.0,maruti,swift,
Kochi,2017,46897,Petrol,Manual,First,21.1,814.0,55.2,5.0,1859150.0,hyundai,eon,
Coimbatore,2015,36695,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2209350.0,honda,brio,
Kolkata,2011,43000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,1096950.0,nissan,micra,
Mumbai,2008,54000,Petrol,Manual,First,19.7,796.0,46.3,5.0,566500.0,maruti,alto,
Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,7184250.0,bmw,3-series,
Mumbai,2014,7000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,2755250.0,volkswagen,polo,
Hyderabad,2014,58470,Petrol,Manual,First,23.1,998.0,67.04,5.0,2008500.0,maruti,celerio,
Kolkata,2014,37000,Petrol,Manual,First,21.5,1197.0,81.8,5.0,1442000.0,maruti,wagon-r,
Mumbai,2016,29000,Diesel,Manual,First,26.21,1248.0,88.5,5.0,4506250.0,maruti,ciaz,
Hyderabad,2013,52000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,10042500.0,audi,a4,
Kolkata,2013,32807,Petrol,Manual,First,19.4,1198.0,86.8,5.0,1416250.0,honda,brio,
Hyderabad,2013,86000,Diesel,Automatic,First,11.79,2179.0,120.0,8.0,4120000.0,mahindra,scorpio,
Delhi,2014,66500,Diesel,Manual,First,26.0,1498.0,98.6,5.0,2935500.0,honda,city,
Ahmedabad,2012,94000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,6437500.0,bmw,x1,
Chennai,2011,29000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,901250.0,chevrolet,spark,
Chennai,2010,107389,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,978500.0,ford,figo,
Ahmedabad,2015,36100,Petrol,Manual,First,20.4,1197.0,81.8,5.0,2317500.0,maruti,swift,
Mumbai,2015,16329,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,15604500.0,n,e,
Hyderabad,2014,36000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,8240000.0,skoda,octavia,
Kochi,2017,41816,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,16881700.0,bmw,x3,
